timestamp,long,lat,start_time,used_time_,tag_ident,utm_east,utm_north,utm_zone,date,time,Gender,trueDate,Hour,arbDate,arbHour
2016-05-10 21:00:11,7.6821735000000002102638063661288,52.2957698000000021920641302131116,2016-05-10 21:00:00,10,"4045",410129.9293662067502737045288085937500,5794753.1669927975162863731384277343750,32N,2018/06/25,,m,2016-05-10,"21",2016-05-10,"4"
2016-05-10 21:02:09,7.6824244999999997673967300215736,52.2955749999999994770405464805663,2016-05-10 21:02:00,8,"4045",410146.6514662150293588638305664062500,5794731.1896293610334396362304687500000,32N,2018/06/25,,m,2016-05-10,"21",2016-05-10,"4"
2016-05-10 21:04:10,7.6821744000000000696104507369455,52.2958053999999989969182934146374,2016-05-10 21:04:00,9,"4045",410130.0628044826444238424301147460938,5794757.1253458103165030479431152343750,32N,2018/06/25,,m,2016-05-10,"21",2016-05-10,"4"
2016-05-10 21:06:09,7.6824995999999998730345396324992,52.2956897999999981152541295159608,2016-05-10 21:06:00,8,"4045",410152.0050885343807749450206756591797,5794743.8646180042997002601623535156250,32N,2018/06/25,,m,2016-05-10,"21",2016-05-10,"4"
2016-05-10 21:08:08,7.6823242000000000473391992272809,52.2956757999999979347194312140346,2016-05-10 21:08:00,7,"4045",410140.0157378026051446795463562011719,5794742.5251816026866436004638671875000,32N,2018/06/25,,m,2016-05-10,"21",2016-05-10,"4"
2016-05-10 21:10:20,7.6823582999999997511508809111547,52.2956147000000015623299987055361,2016-05-10 21:10:01,18,"4045",410142.2174454774940386414527893066406,5794735.6872564526274800300598144531250,32N,2018/06/25,,m,2016-05-10,"21",2016-05-10,"4"
2016-05-10 21:12:09,7.6824297000000001389707904309034,52.2956137999999981502696755342185,2016-05-10 21:12:00,8,"4045",410147.0845967970089986920356750488281,5794735.4985540537163615226745605468750,32N,2018/06/25,,m,2016-05-10,"21",2016-05-10,"4"
2016-05-10 21:14:09,7.6822774000000002558863343438134,52.2956713000000021906998881604522,2016-05-10 21:14:00,8,"4045",410136.8152060594875365495681762695313,5794742.0827670777216553688049316406250,32N,2018/06/25,,m,2016-05-10,"21",2016-05-10,"4"
2016-05-10 21:16:12,7.6825207000000004242679096932989,52.2957772000000034040567697957158,2016-05-10 21:16:00,11,"4045",410153.6208329449291341006755828857422,5794753.5591580681502819061279296875000,32N,2018/06/25,,m,2016-05-10,"21",2016-05-10,"4"
2016-05-10 21:18:08,7.6824484999999995693542587105185,52.2957709000000008359165803994983,2016-05-10 21:18:00,7,"4045",410148.6845733813825063407421112060547,5794752.9480552161112427711486816406250,32N,2018/06/25,,m,2016-05-10,"21",2016-05-10,"4"
2016-05-10 21:20:08,7.6825222000000001898456503113266,52.2955777999999966709765431005508,2016-05-10 21:20:00,7,"4045",410153.3195847513852640986442565917969,5794731.3798153344541788101196289062500,32N,2018/06/25,,m,2016-05-10,"21",2016-05-10,"4"
2016-05-10 21:22:09,7.6821285000000001375042302242946,52.2957250999999985197064233943820,2016-05-10 21:22:01,7,"4045",410126.7702075847773812711238861083984,5794748.2512638028711080551147460937500,32N,2018/06/25,,m,2016-05-10,"21",2016-05-10,"4"
2016-05-10 21:24:09,7.6824209000000003300101525383070,52.2956355000000030486262403428555,2016-05-10 21:24:00,8,"4045",410146.5284181663300842046737670898438,5794737.9229712961241602897644042968750,32N,2018/06/25,,m,2016-05-10,"21",2016-05-10,"4"
2016-05-10 21:26:08,7.6824098999999996806309354724362,52.2956173000000035244738683104515,2016-05-10 21:26:00,7,"4045",410145.7414611584390513598918914794922,5794735.9123980142176151275634765625000,32N,2018/06/25,,m,2016-05-10,"21",2016-05-10,"4"
2016-05-10 21:28:12,7.6821428999999996634073795576114,52.2956908999999967591065797023475,2016-05-10 21:28:01,10,"4045",410127.6829503775807097554206848144531,5794744.4296302245929837226867675781250,32N,2018/06/25,,m,2016-05-10,"21",2016-05-10,"4"
2016-05-10 21:30:10,7.6824177999999996302449289942160,52.2956536000000014041688700672239,2016-05-10 21:30:00,9,"4045",410146.3536531752906739711761474609375,5794739.9399194968864321708679199218750,32N,2018/06/25,,m,2016-05-10,"21",2016-05-10,"4"
2016-05-10 21:32:09,7.6823350000000001358557710773312,52.2955394999999967353687679860741,2016-05-10 21:32:00,8,"4045",410140.4763430369202978909015655517578,5794727.3523472743108868598937988281250,32N,2018/06/25,,m,2016-05-10,"21",2016-05-10,"4"
