timestamp,long,lat,start_time,used_time_,tag_ident,utm_east,utm_north,utm_zone,date,time,Gender,trueDate,Hour,arbDate,arbHour
2016-06-12 21:00:14,7.6902562000000003195054887328297,52.2974007999999983553607307840139,2016-06-12 21:00:00,13,"5159",410684.3917864197865128517150878906250,5794924.5676510306075215339660644531250,32N,2018/06/25,,f,2016-06-12,"21",2016-06-12,"4"
2016-06-12 21:02:14,7.6904310999999996312226357986219,52.2974579999999988899617164861411,2016-06-12 21:02:01,12,"5159",410696.4333202263806015253067016601563,5794930.7137752072885632514953613281250,32N,2018/06/25,,f,2016-06-12,"21",2016-06-12,"4"
2016-06-12 21:04:14,7.6905254999999996812221070285887,52.2975178000000013867065717931837,2016-06-12 21:04:00,13,"5159",410702.9907558807753957808017730712891,5794937.2483782237395644187927246093750,32N,2018/06/25,,f,2016-06-12,"21",2016-06-12,"4"
2016-06-12 21:06:14,7.6907635000000000857767190609593,52.2975126999999986310285748913884,2016-06-12 21:06:00,13,"5159",410719.2097260157461278140544891357422,5794936.3876601587980985641479492187500,32N,2018/06/25,,f,2016-06-12,"21",2016-06-12,"4"
2016-06-12 21:08:14,7.6907638000000000388922671845648,52.2975394999999991796357790008187,2016-06-12 21:08:00,13,"5159",410719.2840817209798842668533325195313,5794939.3680183012038469314575195312500,32N,2018/06/25,,f,2016-06-12,"21",2016-06-12,"4"
2016-06-12 21:10:14,7.6906359999999995835651134257205,52.2974586999999999648025550413877,2016-06-12 21:10:00,13,"5159",410710.4068838414968922734260559082031,5794930.5389358280226588249206542968750,32N,2018/06/25,,f,2016-06-12,"21",2016-06-12,"4"
2016-06-12 21:12:14,7.6906192999999998249904820113443,52.2974828999999985512658895459026,2016-06-12 21:12:01,13,"5159",410709.3167838897206820547580718994141,5794933.2510826094076037406921386718750,32N,2018/06/25,,f,2016-06-12,"21",2016-06-12,"4"
2016-06-12 21:14:14,7.6907410000000000493969309900422,52.2975798000000011711563274729997,2016-06-12 21:14:00,13,"5159",410717.8104004001943394541740417480469,5794943.8783460399135947227478027343750,32N,2018/06/25,,f,2016-06-12,"21",2016-06-12,"4"
2016-06-12 21:16:14,7.6903670999999995672169461613521,52.2973228000000034398908610455692,2016-06-12 21:16:00,13,"5159",410691.7971638314193114638328552246094,5794915.7556069390848278999328613281250,32N,2018/06/25,,f,2016-06-12,"21",2016-06-12,"4"
2016-06-12 21:18:14,7.6908371999999998180896909616422,52.2975514000000032410753192380071,2016-06-12 21:18:00,13,"5159",410724.3131587968673557043075561523438,5794940.6010480606928467750549316406250,32N,2018/06/25,,f,2016-06-12,"21",2016-06-12,"4"
2016-06-12 21:20:14,7.6906062999999997842337506881449,52.2974046000000001299667928833514,2016-06-12 21:20:00,13,"5159",410708.2728213668451644480228424072266,5794924.5584945678710937500000000000000,32N,2018/06/25,,f,2016-06-12,"21",2016-06-12,"4"
2016-06-12 21:22:14,7.6907756000000002671868060133420,52.2975398999999967486473906319588,2016-06-12 21:22:00,13,"5159",410720.0895281345583498477935791015625,5794939.3979569915682077407836914062500,32N,2018/06/25,,f,2016-06-12,"21",2016-06-12,"4"
