timestamp,long,lat,start_time,used_time_,tag_ident,utm_east,utm_north,utm_zone,date,time,Gender,trueDate,Hour,arbDate,arbHour
2016-06-11 02:00:21,7.6908627999999996660562828765251,52.2972144000000014329998521134257,2016-06-11 02:00:00,20,"5159",410725.3811188831459730863571166992188,5794903.0879417844116687774658203125000,32N,2018/06/25,,f,2016-06-11,"2",2016-06-10,"9"
2016-06-11 02:02:38,7.6908208000000000126306076708715,52.2972022000000009711584425531328,2016-06-11 02:02:01,37,"5159",410722.4925832189619541168212890625000,5794901.7828279370442032814025878906250,32N,2018/06/25,,f,2016-06-11,"2",2016-06-10,"9"
2016-06-11 02:04:38,7.6909292999999996354176801105496,52.2972145000000026016095944214612,2016-06-11 02:04:00,37,"5159",410729.9159880348015576601028442382813,5794903.0170748876407742500305175781250,32N,2018/06/25,,f,2016-06-11,"2",2016-06-10,"9"
2016-06-11 02:06:14,7.6908769000000001270223037863616,52.2971961000000007402377377729863,2016-06-11 02:06:01,12,"5159",410726.3058042734628543257713317871094,5794901.0352094937115907669067382812500,32N,2018/06/25,,f,2016-06-11,"2",2016-06-10,"9"
2016-06-11 02:08:16,7.6908880999999995609073266678024,52.2971943000000010215444490313530,2016-06-11 02:08:01,15,"5159",410727.0659184544347226619720458984375,5794900.8212025268003344535827636718750,32N,2018/06/25,,f,2016-06-11,"2",2016-06-10,"9"
2016-06-11 02:10:16,7.6909214999999999662350091966800,52.2972168000000010579242371022701,2016-06-11 02:10:00,16,"5159",410729.3887272136053070425987243652344,5794903.2825001701712608337402343750000,32N,2018/06/25,,f,2016-06-11,"2",2016-06-10,"9"
2016-06-11 02:12:18,7.6909016000000001156422513304278,52.2972222000000002140041033271700,2016-06-11 02:12:00,17,"5159",410728.0425953865633346140384674072266,5794903.9076293753460049629211425781250,32N,2018/06/25,,f,2016-06-11,"2",2016-06-10,"9"
2016-06-11 02:14:19,7.6908697999999997563236320274882,52.2971925000000013028511602897197,2016-06-11 02:14:01,17,"5159",410725.8144120407523587346076965332031,5794900.6435670731589198112487792968750,32N,2018/06/25,,f,2016-06-11,"2",2016-06-10,"9"
2016-06-11 02:16:14,7.6900414000000001379930836264975,52.2975288000000020360857888590544,2016-06-11 02:16:00,13,"5159",410670.0020986914751119911670684814453,5794939.0689443945884704589843750000000,32N,2018/06/25,,f,2016-06-11,"2",2016-06-10,"9"
2016-06-11 02:18:16,7.6900013999999998759449226781726,52.2975222000000030675437301397324,2016-06-11 02:18:00,15,"5159",410667.2612170754000544548034667968750,5794938.3842340754345059394836425781250,32N,2018/06/25,,f,2016-06-11,"2",2016-06-10,"9"
2016-06-11 02:19:27,7.6887876999999997806867213512305,52.2974549999999993588062352500856,2016-06-11 02:19:10,16,"5159",410584.3636441510170698165893554687500,5794932.4082757607102394104003906250000,32N,2018/06/25,,f,2016-06-11,"2",2016-06-10,"9"
