tag_ident,Gender,Date,Hour,Distance,Season,month-day
1753,f,8/26/2012,19,624.5075465,Summer,26-Aug
1753,f,8/26/2012,20,34.45828552,Summer,26-Aug
1753,f,8/26/2012,21,149.2874196,Summer,26-Aug
1753,f,8/26/2012,22,544.1636164,Summer,26-Aug
1753,f,8/26/2012,23,541.5766068,Summer,26-Aug
1753,f,8/27/2012,0,869.1762073,Summer,27-Aug
1753,f,8/27/2012,1,912.8753482,Summer,27-Aug
1753,f,8/27/2012,2,52.09723701,Summer,27-Aug
1753,f,8/27/2012,3,186.2552395,Summer,27-Aug
1753,f,8/27/2012,4,0.591445634,Summer,27-Aug
1753,f,8/27/2012,17,24.01166361,Summer,27-Aug
1753,f,8/27/2012,18,547.510416,Summer,27-Aug
1753,f,8/27/2012,19,265.4844129,Summer,27-Aug
1753,f,8/27/2012,20,3.571028499,Summer,27-Aug
1753,f,8/27/2012,21,237.9493254,Summer,27-Aug
1753,f,8/27/2012,22,1898.896452,Summer,27-Aug
1753,f,8/27/2012,23,685.8567052,Summer,27-Aug
1753,f,8/28/2012,0,176.049348,Summer,28-Aug
1753,f,8/28/2012,1,99.28331886,Summer,28-Aug
1753,f,8/28/2012,2,36.30832869,Summer,28-Aug
1753,f,8/28/2012,3,211.8256036,Summer,28-Aug
1753,f,8/28/2012,4,3.426724945,Summer,28-Aug
1753,f,8/28/2012,17,116.4026613,Summer,28-Aug
1753,f,8/28/2012,18,47.88067736,Summer,28-Aug
1753,f,8/28/2012,19,150.0923949,Summer,28-Aug
1753,f,8/28/2012,20,74.02410851,Summer,28-Aug
1753,f,8/28/2012,21,31.66070419,Summer,28-Aug
1753,f,8/28/2012,22,36.31124825,Summer,28-Aug
1753,f,8/28/2012,23,5.310740098,Summer,28-Aug
1753,f,8/29/2012,0,94.26853285,Summer,29-Aug
1753,f,8/29/2012,1,130.2517072,Summer,29-Aug
1753,f,8/29/2012,2,49.00335532,Summer,29-Aug
1753,f,8/29/2012,3,104.5211117,Summer,29-Aug
1753,f,8/29/2012,4,1.370744265,Summer,29-Aug
1753,f,8/29/2012,17,51.68631459,Summer,29-Aug
1753,f,8/29/2012,18,142.7193771,Summer,29-Aug
1753,f,8/29/2012,19,363.5040977,Summer,29-Aug
1753,f,8/29/2012,20,1151.097251,Summer,29-Aug
1753,f,8/29/2012,21,748.9063913,Summer,29-Aug
1753,f,8/29/2012,22,44.03542819,Summer,29-Aug
1753,f,8/29/2012,23,87.05407131,Summer,29-Aug
1753,f,8/30/2012,0,33.14128407,Summer,30-Aug
1753,f,8/30/2012,1,1126.376216,Summer,30-Aug
1753,f,8/30/2012,2,140.7963575,Summer,30-Aug
1753,f,8/30/2012,3,687.09279,Summer,30-Aug
1753,f,8/30/2012,4,5.599797483,Summer,30-Aug
1753,f,8/30/2012,17,24.33003899,Summer,30-Aug
1753,f,8/30/2012,18,228.93463,Summer,30-Aug
1753,f,8/30/2012,19,259.6924339,Summer,30-Aug
1753,f,8/30/2012,20,38.2376256,Summer,30-Aug
1753,f,8/30/2012,21,21.15032259,Summer,30-Aug
1753,f,8/30/2012,22,446.5581198,Summer,30-Aug
1753,f,8/30/2012,23,427.1282835,Summer,30-Aug
1753,f,8/31/2012,0,9.056440952,Summer,31-Aug
1753,f,8/31/2012,1,11.51103871,Summer,31-Aug
1753,f,8/31/2012,2,14.11813658,Summer,31-Aug
1753,f,8/31/2012,3,366.6111483,Summer,31-Aug
1753,f,8/31/2012,4,1.299480393,Summer,31-Aug
1753,f,8/31/2012,18,498.4670422,Summer,31-Aug
1753,f,8/31/2012,19,61.38745552,Summer,31-Aug
1753,f,8/31/2012,20,8.48836018,Summer,31-Aug
1753,f,8/31/2012,21,488.6720895,Summer,31-Aug
1753,f,8/31/2012,22,137.9075503,Summer,31-Aug
1753,f,8/31/2012,23,256.2770672,Summer,31-Aug
1753,f,9/1/2012,0,228.5573029,Summer,1-Sep
1753,f,9/1/2012,1,169.027213,Summer,1-Sep
1753,f,9/1/2012,2,13.91604578,Summer,1-Sep
1753,f,9/1/2012,3,29.71545989,Summer,1-Sep
1753,f,9/1/2012,4,0.124044616,Summer,1-Sep
1753,f,9/1/2012,17,51.63928728,Summer,1-Sep
1753,f,9/1/2012,18,91.55210797,Summer,1-Sep
1753,f,9/1/2012,19,221.6241653,Summer,1-Sep
1753,f,9/1/2012,20,187.3228393,Summer,1-Sep
1753,f,9/1/2012,21,17.61399645,Summer,1-Sep
1753,f,9/1/2012,22,295.2010907,Summer,1-Sep
1753,f,9/1/2012,23,247.7938219,Summer,1-Sep
1753,f,9/2/2012,0,1418.656869,Summer,2-Sep
1753,f,9/2/2012,1,169.4194064,Summer,2-Sep
1753,f,9/2/2012,2,527.8301437,Summer,2-Sep
1753,f,9/2/2012,3,730.6586915,Summer,2-Sep
1753,f,9/2/2012,4,14.94994111,Summer,2-Sep
1753,f,9/2/2012,17,34.19748017,Summer,2-Sep
1753,f,9/2/2012,18,1138.950321,Summer,2-Sep
1753,f,9/2/2012,19,163.7193774,Summer,2-Sep
1753,f,9/2/2012,20,145.7738679,Summer,2-Sep
1753,f,9/2/2012,21,63.1944467,Summer,2-Sep
1753,f,9/2/2012,22,18.05563067,Summer,2-Sep
1753,f,9/2/2012,23,92.7978671,Summer,2-Sep
1753,f,9/3/2012,0,110.5826577,Summer,3-Sep
1753,f,9/3/2012,1,132.6187399,Summer,3-Sep
1753,f,9/3/2012,2,24.0505657,Summer,3-Sep
1753,f,9/3/2012,3,29.76498689,Summer,3-Sep
1753,f,9/3/2012,4,0.209160382,Summer,3-Sep
1753,f,9/3/2012,17,29.62223657,Summer,3-Sep
1753,f,9/3/2012,18,297.6557507,Summer,3-Sep
1753,f,9/3/2012,19,20.81874585,Summer,3-Sep
1753,f,9/3/2012,20,8.90858952,Summer,3-Sep
1753,f,9/3/2012,21,10.67723081,Summer,3-Sep
1753,f,9/3/2012,22,57.62841937,Summer,3-Sep
1753,f,9/3/2012,23,20.28867631,Summer,3-Sep
1753,f,9/4/2012,0,15.11548981,Summer,4-Sep
1753,f,9/4/2012,1,17.70183482,Summer,4-Sep
1753,f,9/4/2012,2,52.60793739,Summer,4-Sep
1753,f,9/4/2012,3,233.115454,Summer,4-Sep
1753,f,9/4/2012,4,2.19290658,Summer,4-Sep
1753,f,9/4/2012,17,40.6196443,Summer,4-Sep
1753,f,9/4/2012,18,683.9291802,Summer,4-Sep
1753,f,9/4/2012,19,88.42731616,Summer,4-Sep
1753,f,9/4/2012,20,223.1908521,Summer,4-Sep
1753,f,9/4/2012,21,248.5755111,Summer,4-Sep
1753,f,9/4/2012,22,172.8883137,Summer,4-Sep
1753,f,9/4/2012,23,15.98443119,Summer,4-Sep
1753,f,9/5/2012,0,315.3210363,Summer,5-Sep
1753,f,9/5/2012,1,847.7022609,Summer,5-Sep
1753,f,9/5/2012,2,27.85893291,Summer,5-Sep
1753,f,9/5/2012,3,274.3326101,Summer,5-Sep
1753,f,9/5/2012,4,3.763211107,Summer,5-Sep
1753,f,9/5/2012,17,15.7809816,Summer,5-Sep
1753,f,9/5/2012,18,1207.264161,Summer,5-Sep
1753,f,9/5/2012,19,428.3579589,Summer,5-Sep
1753,f,9/5/2012,20,825.7293954,Summer,5-Sep
1753,f,9/5/2012,21,659.4697914,Summer,5-Sep
1753,f,9/5/2012,22,672.841822,Summer,5-Sep
1753,f,9/5/2012,23,274.5333482,Summer,5-Sep
1753,f,9/6/2012,0,364.9962939,Summer,6-Sep
1753,f,9/6/2012,1,298.2716527,Summer,6-Sep
1753,f,9/6/2012,2,45.3022159,Summer,6-Sep
1753,f,9/6/2012,3,29.6159615,Summer,6-Sep
1753,f,9/6/2012,4,0.121805503,Summer,6-Sep
1753,f,9/6/2012,17,42.87430939,Summer,6-Sep
1753,f,9/6/2012,18,196.6395942,Summer,6-Sep
1753,f,9/6/2012,19,145.4452896,Summer,6-Sep
1753,f,9/6/2012,20,408.5903077,Summer,6-Sep
1753,f,9/6/2012,21,317.756759,Summer,6-Sep
1753,f,9/6/2012,22,434.0762428,Summer,6-Sep
1753,f,9/6/2012,23,538.200802,Summer,6-Sep
1753,f,9/7/2012,0,1046.603937,Summer,7-Sep
1753,f,9/7/2012,1,1071.964786,Summer,7-Sep
1753,f,9/7/2012,2,356.2907593,Summer,7-Sep
1753,f,9/7/2012,3,957.6238264,Summer,7-Sep
1753,f,9/7/2012,4,18.98637372,Summer,7-Sep
1753,f,9/7/2012,17,21.90800951,Summer,7-Sep
1753,f,9/7/2012,18,515.2588105,Summer,7-Sep
1753,f,9/7/2012,19,288.1613663,Summer,7-Sep
1753,f,9/7/2012,20,496.5907158,Summer,7-Sep
1753,f,9/7/2012,21,171.9056488,Summer,7-Sep
1753,f,9/7/2012,22,456.9279399,Summer,7-Sep
1753,f,9/7/2012,23,200.0956624,Summer,7-Sep
1753,f,9/8/2012,0,172.5002077,Summer,8-Sep
1753,f,9/8/2012,1,82.88194842,Summer,8-Sep
1753,f,9/8/2012,2,304.3804322,Summer,8-Sep
1753,f,9/8/2012,3,291.766359,Summer,8-Sep
1753,f,9/8/2012,4,1.736803655,Summer,8-Sep
1753,f,9/8/2012,17,18.80802842,Summer,8-Sep
1753,f,9/8/2012,18,321.3316964,Summer,8-Sep
1753,f,9/8/2012,19,210.360961,Summer,8-Sep
1753,f,9/8/2012,20,1091.911548,Summer,8-Sep
1753,f,9/8/2012,21,222.0757895,Summer,8-Sep
1753,f,9/8/2012,22,353.9962203,Summer,8-Sep
1753,f,9/8/2012,23,807.647114,Summer,8-Sep
1753,f,9/9/2012,0,973.2818878,Summer,9-Sep
1753,f,9/9/2012,1,476.1160239,Summer,9-Sep
1753,f,9/9/2012,2,1021.532929,Summer,9-Sep
1753,f,9/9/2012,3,1295.831164,Summer,9-Sep
1753,f,9/9/2012,4,2.846717941,Summer,9-Sep
1753,f,9/9/2012,17,4.926145438,Summer,9-Sep
1753,f,9/9/2012,18,427.2061079,Summer,9-Sep
1753,f,9/9/2012,19,52.84603317,Summer,9-Sep
1753,f,9/9/2012,20,30.81335761,Summer,9-Sep
1753,f,9/9/2012,21,356.2150143,Summer,9-Sep
1753,f,9/9/2012,22,138.2400731,Summer,9-Sep
1753,f,9/9/2012,23,275.8186644,Summer,9-Sep
1753,f,9/10/2012,0,305.1693557,Summer,10-Sep
1753,f,9/10/2012,1,259.8203906,Summer,10-Sep
1753,f,9/10/2012,2,133.0987849,Summer,10-Sep
1753,f,9/10/2012,3,131.1200821,Summer,10-Sep
1753,f,9/10/2012,4,2.025727272,Summer,10-Sep
1753,f,9/10/2012,17,74.92013241,Summer,10-Sep
1753,f,9/10/2012,18,248.7407917,Summer,10-Sep
1753,f,9/10/2012,19,52.73977385,Summer,10-Sep
1753,f,9/10/2012,20,31.11477908,Summer,10-Sep
1753,f,9/10/2012,21,33.15061428,Summer,10-Sep
1753,f,9/10/2012,22,58.57990606,Summer,10-Sep
1753,f,9/10/2012,23,12.01413132,Summer,10-Sep
1753,f,9/11/2012,0,431.0293232,Summer,11-Sep
1753,f,9/11/2012,1,28.79149054,Summer,11-Sep
1753,f,9/11/2012,2,9.004556456,Summer,11-Sep
1753,f,9/11/2012,3,171.3002097,Summer,11-Sep
1753,f,9/11/2012,4,1.212169357,Summer,11-Sep
1753,f,9/11/2012,17,1.887665415,Summer,11-Sep
1753,f,9/11/2012,18,465.3198897,Summer,11-Sep
1753,f,9/11/2012,19,152.654093,Summer,11-Sep
1753,f,9/11/2012,20,97.52516786,Summer,11-Sep
1753,f,9/11/2012,21,32.27543407,Summer,11-Sep
1753,f,9/11/2012,22,13.4388285,Summer,11-Sep
1753,f,9/11/2012,23,321.441944,Summer,11-Sep
1753,f,9/12/2012,0,31.68389339,Summer,12-Sep
1753,f,9/12/2012,1,13.98022353,Summer,12-Sep
1753,f,9/12/2012,2,175.692336,Summer,12-Sep
1753,f,9/12/2012,3,225.4521911,Summer,12-Sep
1753,f,9/12/2012,4,3.111734546,Summer,12-Sep
1753,f,9/12/2012,17,13.68979229,Summer,12-Sep
1753,f,9/12/2012,18,409.3055496,Summer,12-Sep
1753,f,9/12/2012,19,2541.052697,Summer,12-Sep
1753,f,9/12/2012,20,1092.771455,Summer,12-Sep
1753,f,9/12/2012,21,146.988971,Summer,12-Sep
1753,f,9/12/2012,22,13.53074031,Summer,12-Sep
1753,f,9/12/2012,23,338.6995761,Summer,12-Sep
1753,f,9/13/2012,0,13.67573147,Summer,13-Sep
1753,f,9/13/2012,1,6.135052751,Summer,13-Sep
1753,f,9/13/2012,2,441.8983029,Summer,13-Sep
1753,f,9/13/2012,3,181.0050429,Summer,13-Sep
1753,f,9/13/2012,4,0.41997979,Summer,13-Sep
1753,f,9/13/2012,17,136.6372317,Summer,13-Sep
1753,f,9/13/2012,18,896.0067588,Summer,13-Sep
1753,f,9/13/2012,19,1213.453508,Summer,13-Sep
1753,f,9/13/2012,20,796.5642855,Summer,13-Sep
1753,f,9/13/2012,21,633.7770433,Summer,13-Sep
1753,f,9/13/2012,22,325.4148228,Summer,13-Sep
1753,f,9/13/2012,23,24.44088442,Summer,13-Sep
1753,f,9/14/2012,0,142.8376373,Summer,14-Sep
1753,f,9/14/2012,1,167.2033292,Summer,14-Sep
1753,f,9/14/2012,2,452.2365829,Summer,14-Sep
1753,f,9/14/2012,3,326.598919,Summer,14-Sep
1753,f,9/14/2012,4,0.234601572,Summer,14-Sep
1753,f,9/14/2012,17,239.9837176,Summer,14-Sep
1753,f,9/14/2012,18,116.8150236,Summer,14-Sep
1753,f,9/14/2012,19,122.2213465,Summer,14-Sep
1753,f,9/14/2012,20,41.16837186,Summer,14-Sep
1753,f,9/14/2012,21,58.65818123,Summer,14-Sep
1753,f,9/14/2012,22,110.5483784,Summer,14-Sep
1753,f,9/14/2012,23,745.0154464,Summer,14-Sep
1753,f,9/15/2012,0,98.70970259,Summer,15-Sep
1753,f,9/15/2012,1,368.345914,Summer,15-Sep
1753,f,9/15/2012,2,253.8689375,Summer,15-Sep
1753,f,9/15/2012,3,623.7035767,Summer,15-Sep
1753,f,9/15/2012,4,5.527017542,Summer,15-Sep
1753,f,9/15/2012,17,405.2247622,Summer,15-Sep
1753,f,9/15/2012,18,311.79698,Summer,15-Sep
1753,f,9/15/2012,19,113.3273245,Summer,15-Sep
1753,f,9/15/2012,20,66.86364014,Summer,15-Sep
1753,f,9/15/2012,21,23.15515874,Summer,15-Sep
1753,f,9/15/2012,22,228.245885,Summer,15-Sep
1753,f,9/15/2012,23,22.94022938,Summer,15-Sep
1753,f,9/16/2012,0,34.94096469,Summer,16-Sep
1753,f,9/16/2012,1,37.56247128,Summer,16-Sep
1753,f,9/16/2012,2,293.3617512,Summer,16-Sep
1753,f,9/16/2012,3,1146.236396,Summer,16-Sep
1753,f,9/16/2012,4,27.12189526,Summer,16-Sep
1753,f,9/16/2012,17,23.30202677,Summer,16-Sep
1753,f,9/16/2012,18,579.5319835,Summer,16-Sep
1753,f,9/16/2012,19,222.5293379,Summer,16-Sep
1753,f,9/16/2012,20,304.1703948,Summer,16-Sep
1753,f,9/16/2012,21,1206.45589,Summer,16-Sep
1753,f,9/16/2012,22,965.7903031,Summer,16-Sep
1753,f,9/16/2012,23,929.2581118,Summer,16-Sep
1753,f,9/17/2012,0,168.5706674,Summer,17-Sep
1753,f,9/17/2012,1,202.7866344,Summer,17-Sep
1753,f,9/17/2012,2,65.00668134,Summer,17-Sep
1753,f,9/17/2012,3,162.893424,Summer,17-Sep
1753,f,9/17/2012,4,1.033717216,Summer,17-Sep
1753,f,9/17/2012,17,136.0783058,Summer,17-Sep
1753,f,9/17/2012,18,172.1077637,Summer,17-Sep
1753,f,9/17/2012,19,395.8050629,Summer,17-Sep
1753,f,9/17/2012,20,1345.182391,Summer,17-Sep
1753,f,9/17/2012,21,285.2052216,Summer,17-Sep
1753,f,9/17/2012,22,6.710999475,Summer,17-Sep
1753,f,9/17/2012,23,10.08655179,Summer,17-Sep
1753,f,9/18/2012,0,190.9236992,Summer,18-Sep
1753,f,9/18/2012,1,18.40401334,Summer,18-Sep
1753,f,9/18/2012,2,27.47309398,Summer,18-Sep
1753,f,9/18/2012,3,16.523991,Summer,18-Sep
1753,f,9/18/2012,4,0.055808696,Summer,18-Sep
1753,f,9/18/2012,17,215.8233449,Summer,18-Sep
1753,f,9/18/2012,18,1834.216611,Summer,18-Sep
1753,f,9/18/2012,19,858.5203003,Summer,18-Sep
1753,f,9/18/2012,20,22.92911366,Summer,18-Sep
1753,f,9/18/2012,21,61.28381471,Summer,18-Sep
1753,f,9/18/2012,22,5.429955091,Summer,18-Sep
1753,f,9/18/2012,23,4.262214905,Summer,18-Sep
1753,f,9/19/2012,0,9.518512318,Summer,19-Sep
1753,f,9/19/2012,1,185.8541308,Summer,19-Sep
1753,f,9/19/2012,2,522.9288031,Summer,19-Sep
1753,f,9/19/2012,3,1066.403319,Summer,19-Sep
1753,f,9/19/2012,4,17.4775299,Summer,19-Sep
1753,f,9/19/2012,17,194.7973643,Summer,19-Sep
1753,f,9/19/2012,18,869.7669296,Summer,19-Sep
1753,f,9/19/2012,19,202.4718641,Summer,19-Sep
1753,f,9/19/2012,20,222.3182243,Summer,19-Sep
1753,f,9/19/2012,21,11.67052703,Summer,19-Sep
1753,f,9/19/2012,22,7.070299222,Summer,19-Sep
1753,f,9/19/2012,23,6.220407164,Summer,19-Sep
1753,f,9/20/2012,0,313.9417301,Summer,20-Sep
1753,f,9/20/2012,1,10.88283434,Summer,20-Sep
1753,f,9/20/2012,2,32.38755738,Summer,20-Sep
1753,f,9/20/2012,3,211.0979081,Summer,20-Sep
1753,f,9/20/2012,4,3.759696489,Summer,20-Sep
1753,f,9/20/2012,17,291.8068876,Summer,20-Sep
1753,f,9/20/2012,18,11.82640061,Summer,20-Sep
1753,f,9/20/2012,19,29.18428856,Summer,20-Sep
1753,f,9/20/2012,20,72.98995629,Summer,20-Sep
1753,f,9/20/2012,21,14.71904373,Summer,20-Sep
1753,f,9/20/2012,22,999.77844,Summer,20-Sep
1753,f,9/20/2012,23,401.0306395,Summer,20-Sep
1753,f,9/21/2012,0,975.7438054,Autumn,21-Sep
1753,f,9/21/2012,1,838.2560496,Autumn,21-Sep
1753,f,9/21/2012,2,252.5723411,Autumn,21-Sep
1753,f,9/21/2012,3,1078.489624,Autumn,21-Sep
1753,f,9/21/2012,4,9.653920388,Autumn,21-Sep
1753,f,9/21/2012,17,254.9819347,Autumn,21-Sep
1753,f,9/21/2012,18,148.6245944,Autumn,21-Sep
1753,f,9/21/2012,19,1534.873894,Autumn,21-Sep
1753,f,9/21/2012,20,1219.19443,Autumn,21-Sep
1753,f,9/21/2012,21,545.3621617,Autumn,21-Sep
1753,f,9/21/2012,22,244.6496692,Autumn,21-Sep
1753,f,9/21/2012,23,248.8250905,Autumn,21-Sep
1753,f,9/22/2012,0,4.601483037,Autumn,22-Sep
1753,f,9/22/2012,1,290.9938333,Autumn,22-Sep
1753,f,9/22/2012,2,14.46304259,Autumn,22-Sep
1753,f,9/22/2012,3,7.267175618,Autumn,22-Sep
1753,f,9/22/2012,4,0.064248596,Autumn,22-Sep
1753,f,9/22/2012,17,837.5026721,Autumn,22-Sep
1753,f,9/22/2012,18,1107.612147,Autumn,22-Sep
1753,f,9/22/2012,19,1700.150406,Autumn,22-Sep
1753,f,9/22/2012,20,1003.583383,Autumn,22-Sep
1753,f,9/22/2012,21,1146.401145,Autumn,22-Sep
1753,f,9/22/2012,22,1015.045459,Autumn,22-Sep
1753,f,9/22/2012,23,150.4090907,Autumn,22-Sep
1753,f,9/23/2012,0,188.5122053,Autumn,23-Sep
1753,f,9/23/2012,1,133.4162169,Autumn,23-Sep
1753,f,9/23/2012,2,759.697093,Autumn,23-Sep
1753,f,9/23/2012,3,1100.808271,Autumn,23-Sep
1753,f,9/23/2012,4,9.772419411,Autumn,23-Sep
1753,f,9/23/2012,17,645.0970701,Autumn,23-Sep
1753,f,9/23/2012,18,382.5139045,Autumn,23-Sep
1753,f,9/23/2012,19,289.7888166,Autumn,23-Sep
1753,f,9/23/2012,20,177.6350885,Autumn,23-Sep
1753,f,9/23/2012,21,23.77137806,Autumn,23-Sep
1753,f,9/23/2012,22,1931.200547,Autumn,23-Sep
1753,f,9/23/2012,23,427.5011919,Autumn,23-Sep
1753,f,9/24/2012,0,128.6637901,Autumn,24-Sep
1753,f,9/24/2012,1,30.81630896,Autumn,24-Sep
1753,f,9/24/2012,2,23.38032085,Autumn,24-Sep
1753,f,9/24/2012,3,50.25139249,Autumn,24-Sep
1753,f,9/24/2012,4,1.090907759,Autumn,24-Sep
1753,f,9/24/2012,17,1084.509568,Autumn,24-Sep
1753,f,9/24/2012,18,730.6034514,Autumn,24-Sep
1753,f,9/24/2012,19,22.80320216,Autumn,24-Sep
1753,f,9/24/2012,20,16.76455496,Autumn,24-Sep
1753,f,9/24/2012,21,160.6358345,Autumn,24-Sep
1753,f,9/24/2012,22,11.35464415,Autumn,24-Sep
1753,f,9/24/2012,23,17.94147651,Autumn,24-Sep
1753,f,9/25/2012,0,23.45198214,Autumn,25-Sep
1753,f,9/25/2012,1,13.22105271,Autumn,25-Sep
1753,f,9/25/2012,2,8.310623178,Autumn,25-Sep
1753,f,9/25/2012,3,289.2303411,Autumn,25-Sep
1753,f,9/25/2012,4,2.032338728,Autumn,25-Sep
1753,f,9/25/2012,17,355.2401032,Autumn,25-Sep
1753,f,9/25/2012,18,19.88284344,Autumn,25-Sep
1753,f,9/25/2012,19,353.8269949,Autumn,25-Sep
1753,f,9/25/2012,20,548.4968422,Autumn,25-Sep
1753,f,9/25/2012,21,997.4879577,Autumn,25-Sep
1753,f,9/25/2012,22,191.1519467,Autumn,25-Sep
1753,f,9/25/2012,23,488.3074659,Autumn,25-Sep
1753,f,9/26/2012,0,47.48144317,Autumn,26-Sep
1753,f,9/26/2012,1,44.02666608,Autumn,26-Sep
1753,f,9/26/2012,2,188.9012464,Autumn,26-Sep
1753,f,9/26/2012,3,16.68949829,Autumn,26-Sep
1753,f,9/26/2012,4,0.181222162,Autumn,26-Sep
1753,f,9/26/2012,17,260.3383574,Autumn,26-Sep
1753,f,9/26/2012,18,1486.052354,Autumn,26-Sep
1753,f,9/26/2012,19,1090.068518,Autumn,26-Sep
1753,f,9/26/2012,20,1209.186395,Autumn,26-Sep
1753,f,9/26/2012,21,484.180738,Autumn,26-Sep
1753,f,9/26/2012,22,713.716406,Autumn,26-Sep
1753,f,9/26/2012,23,1069.299475,Autumn,26-Sep
1753,f,9/27/2012,0,442.9781695,Autumn,27-Sep
1753,f,9/27/2012,1,976.4529499,Autumn,27-Sep
1753,f,9/27/2012,2,104.8696189,Autumn,27-Sep
1753,f,9/27/2012,3,13.19147644,Autumn,27-Sep
1753,f,9/27/2012,4,0.176882394,Autumn,27-Sep
1753,f,9/27/2012,17,230.8657624,Autumn,27-Sep
1753,f,9/27/2012,18,547.513215,Autumn,27-Sep
1753,f,9/27/2012,19,50.25769413,Autumn,27-Sep
1753,f,9/27/2012,20,13.27718467,Autumn,27-Sep
1753,f,9/27/2012,21,48.58807708,Autumn,27-Sep
1753,f,9/27/2012,22,294.0559297,Autumn,27-Sep
1753,f,9/27/2012,23,1360.085802,Autumn,27-Sep
1753,f,9/28/2012,0,54.83899752,Autumn,28-Sep
1753,f,9/28/2012,1,22.72291977,Autumn,28-Sep
1753,f,9/28/2012,2,167.4818789,Autumn,28-Sep
1753,f,9/28/2012,3,1045.375038,Autumn,28-Sep
1753,f,9/28/2012,4,15.11860661,Autumn,28-Sep
1753,f,9/28/2012,17,216.1107816,Autumn,28-Sep
1753,f,9/28/2012,18,840.0483376,Autumn,28-Sep
1753,f,9/28/2012,19,38.36442814,Autumn,28-Sep
1753,f,9/28/2012,20,1454.449999,Autumn,28-Sep
1753,f,9/28/2012,21,1026.71722,Autumn,28-Sep
1753,f,9/28/2012,22,47.50803953,Autumn,28-Sep
1753,f,9/28/2012,23,16.73181891,Autumn,28-Sep
1753,f,9/29/2012,0,93.5188245,Autumn,29-Sep
1753,f,9/29/2012,1,726.219666,Autumn,29-Sep
1753,f,9/29/2012,2,332.938782,Autumn,29-Sep
1753,f,9/29/2012,3,22.8296314,Autumn,29-Sep
1753,f,9/29/2012,4,0.287147842,Autumn,29-Sep
1753,f,9/29/2012,17,94.22151824,Autumn,29-Sep
1753,f,9/29/2012,18,78.56434542,Autumn,29-Sep
1753,f,9/29/2012,19,919.6689052,Autumn,29-Sep
1753,f,9/29/2012,20,787.6590578,Autumn,29-Sep
1753,f,9/29/2012,21,915.2006895,Autumn,29-Sep
1753,f,9/29/2012,22,1514.641874,Autumn,29-Sep
1753,f,9/29/2012,23,609.6304034,Autumn,29-Sep
1753,f,9/30/2012,0,1689.52391,Autumn,30-Sep
1753,f,9/30/2012,1,952.1759214,Autumn,30-Sep
1753,f,9/30/2012,2,451.9402389,Autumn,30-Sep
1753,f,9/30/2012,3,673.2067041,Autumn,30-Sep
1753,f,9/30/2012,4,5.601208023,Autumn,30-Sep
1753,f,9/30/2012,17,211.3048346,Autumn,30-Sep
1753,f,9/30/2012,18,36.5349942,Autumn,30-Sep
1753,f,9/30/2012,19,183.2975937,Autumn,30-Sep
1753,f,9/30/2012,20,113.3847495,Autumn,30-Sep
1753,f,9/30/2012,21,1450.411377,Autumn,30-Sep
1753,f,9/30/2012,22,795.4557176,Autumn,30-Sep
1753,f,9/30/2012,23,85.05199476,Autumn,30-Sep
1753,f,10/1/2012,0,10.34579177,Autumn,1-Oct
1753,f,10/1/2012,1,148.5592809,Autumn,1-Oct
1753,f,10/1/2012,2,769.3073057,Autumn,1-Oct
1753,f,10/1/2012,3,50.57677903,Autumn,1-Oct
1753,f,10/1/2012,4,0.164387854,Autumn,1-Oct
1753,f,10/1/2012,17,268.8480396,Autumn,1-Oct
1753,f,10/1/2012,18,74.70943841,Autumn,1-Oct
1753,f,10/1/2012,19,1345.392903,Autumn,1-Oct
1753,f,10/1/2012,20,41.1316389,Autumn,1-Oct
1753,f,10/1/2012,21,32.61206145,Autumn,1-Oct
1753,f,10/1/2012,22,404.7338574,Autumn,1-Oct
1753,f,10/1/2012,23,863.2063651,Autumn,1-Oct
1753,f,10/2/2012,0,1259.457106,Autumn,2-Oct
1753,f,10/2/2012,1,1282.583056,Autumn,2-Oct
1753,f,10/2/2012,2,798.6073902,Autumn,2-Oct
1753,f,10/2/2012,3,1776.730715,Autumn,2-Oct
1753,f,10/2/2012,4,25.93588497,Autumn,2-Oct
1753,f,10/2/2012,17,285.4464602,Autumn,2-Oct
1753,f,10/2/2012,18,682.6108601,Autumn,2-Oct
1753,f,10/2/2012,19,1534.727801,Autumn,2-Oct
1753,f,10/2/2012,20,717.816006,Autumn,2-Oct
1753,f,10/2/2012,21,33.89623236,Autumn,2-Oct
1753,f,10/2/2012,22,83.55787983,Autumn,2-Oct
1753,f,10/2/2012,23,670.8918645,Autumn,2-Oct
1753,f,10/3/2012,0,756.5706471,Autumn,3-Oct
1753,f,10/3/2012,1,607.4547998,Autumn,3-Oct
1753,f,10/3/2012,2,1127.686465,Autumn,3-Oct
1753,f,10/3/2012,3,54.06442998,Autumn,3-Oct
1753,f,10/3/2012,4,0.621640107,Autumn,3-Oct
1753,f,10/3/2012,17,103.1079627,Autumn,3-Oct
1753,f,10/3/2012,18,71.87317201,Autumn,3-Oct
1753,f,10/3/2012,19,60.33614991,Autumn,3-Oct
1753,f,10/3/2012,20,18.95290932,Autumn,3-Oct
1753,f,10/3/2012,21,55.85265452,Autumn,3-Oct
1753,f,10/3/2012,22,238.6224146,Autumn,3-Oct
1753,f,10/3/2012,23,13.82003743,Autumn,3-Oct
1753,f,10/4/2012,0,1.221104547,Autumn,4-Oct
